subject,predicate,object,metadata
Beautiful Mess,was released in,April 2002,"Beautiful Mess is a song written by Shane Minor, Clay Mills, former Exile member Sonny LeMaire. It was released in April 2002 as the first single from Diamond Rios album Completely."
Beautiful Mess,reached Number One on,Billboard Hot Country Singles Tracks (now Hot Country Songs) charts,"Beautiful Mess is a song written by Shane Minor, Clay Mills, former Exile member Sonny LeMaire. It reached Number One on Billboard Hot Country Singles Tracks (now Hot Country Songs) charts, the position it held for two non-consecutive weeks."
Beautiful Mess,is the most successful crossover single for,Diamond Rio,"Beautiful Mess is a song written by Shane Minor, Clay Mills, former Exile member Sonny LeMaire. It was also Diamond Rios most successful crossover single, peaking at number 28 on US Billboard Hot 100."
James Andrew House,recorded solo rock album on,Atlantic Records in 1983,"James Andrew House (born March 22, 1955) is an American country music artist. He originally recorded a solo rock album in 1983 on Atlantic Records before he began his country music career."
James Andrew House,began country music career in,1989,"James Andrew House (born March 22, 1955) is an American country music artist. He began his country music career in 1989 on MCA Records, recording two albums for that label."
James Andrew House,wrote singles for,"Diamond Rio, Dwight Yoakam, Martina McBride","James Andrew House (born March 22, 1955) is an American country music artist. He has also written singles for Diamond Rio, Dwight Yoakam, and Martina McBride."
That year,he charted,two Top 40 singles on Billboard country chart,"He charted two Top 40 singles on Billboard country chart, including Top ten hit This Is Me Missing You."
This Is Me Missing You,is,Top ten hit,"He charted two Top 40 singles on Billboard country chart, including Top ten hit This Is Me Missing You."
He,has written,singles for Diamond Rio,"He has also written singles for Diamond Rio, Dwight Yoakam, Martina McBride."
He,has written,singles for Dwight Yoakam,"He has also written singles for Diamond Rio, Dwight Yoakam, Martina McBride."
He,has written,singles for Martina McBride,"He has also written singles for Diamond Rio, Dwight Yoakam, Martina McBride."
In Deep,is,4th studio album by Argent,"In Deep ( Argent album ) In Deep , released in 1973 , is 4th studio album by Argent originally released by Epic Records , KE 32195."
In Deep,was originally released by,Epic Records,"In Deep ( Argent album ) In Deep , released in 1973 , is 4th studio album by Argent originally released by Epic Records , KE 32195."
In Deep,features original full-length recording of,God Gave Rock Roll to You,"It features original full-length recording of God Gave Rock Roll to You , which reached No.18 in UK charts ( U.S. 114 ) when released as single in edited form later same year."
God Gave Rock Roll to You,reached,No.18 in UK charts,"It features original full-length recording of God Gave Rock Roll to You , which reached No.18 in UK charts ( U.S. 114 ) when released as single in edited form later same year."
God Gave Rock Roll to You,was released as single in edited form,later same year,"It features original full-length recording of God Gave Rock Roll to You , which reached No.18 in UK charts ( U.S. 114 ) when released as single in edited form later same year."
God Gave Rock Roll to You,was remade by,Kiss,"It was later remade by Kiss as God Gave Rock n Roll to You II for film Bill Teds Bogus Journey in 1991 , when it was massive worldwide hit."
Imagine That,is written by,"Bryan White, Derek George John Tirro","Imagine That ( Diamond Rio song ) Imagine That is song written by Bryan White , Derek George John Tirro , recorded by American country music group Diamond Rio."
Imagine That,is recorded by,Diamond Rio,"Imagine That ( Diamond Rio song ) Imagine That is song written by Bryan White , Derek George John Tirro , recorded by American country music group Diamond Rio."
Imagine That,was released as,second final single from their Greatest Hits collection,It was released in November 1997 as second final single from their Greatest Hits collection.
I Believe,is written by,"Skip Ewing, Donny Kees","I Believe ( Diamond Rio song ) I Believe is song written by Skip Ewing Donny Kees , recorded by American country music band Diamond Rio."
I Believe,is recorded by,Diamond Rio,"I Believe ( Diamond Rio song ) I Believe is song written by Skip Ewing Donny Kees , recorded by American country music band Diamond Rio."
Meet in Middle,is recorded by,Diamond Rio,Meet in Middle is song recorded by American country music band Diamond Rio .
Meet in Middle,was released in,February 1991,"It was released in February 1991 as their debut single , was served as first single from album Diamond Rio ."
Meet in Middle,is,debut single,"It was released in February 1991 as their debut single , was served as first single from album Diamond Rio ."
Meet in Middle,is from album,Diamond Rio,"It was released in February 1991 as their debut single , was served as first single from album Diamond Rio ."
Diamond Rio,reached Number One on,U.S. Billboard Hot Country Singles Tracks charts,"The single reached Number One on U.S. Billboard Hot Country Singles Tracks charts , making Diamond Rio first country music band in history to have its debut single reach Number One ."
Diamond Rio,is,first country music band,"The single reached Number One on U.S. Billboard Hot Country Singles Tracks charts , making Diamond Rio first country music band in history to have its debut single reach Number One ."
Meet in Middle,was written by,Don Pfrimmer,"The song was written by Don Pfrimmer , Chapin Hartford Jim Foster ."
Meet in Middle,was written by,Chapin Hartford,"The song was written by Don Pfrimmer , Chapin Hartford Jim Foster ."
Meet in Middle,was written by,Jim Foster,"The song was written by Don Pfrimmer , Chapin Hartford Jim Foster ."
Bryan White,is,American country music artist,"Bryan White Bryan Shelton White ( born February 17 , 1974 ) is American country music artist ."
Bryan White,signed to,Asylum Records,"Signed to Asylum Records in 1994 at age 20 , White released his self-titled debut album that year ."
Bryan White,released,self-titled debut album,"Signed to Asylum Records in 1994 at age 20 , White released his self-titled debut album that year ."
Bryan White,released,Between Now Forever,"Both it its follow-up , 1996s Between Now Forever , were certified platinum by Recording Industry Association of America , 1997s The Right Place was certified gold ."
Bryan White,released,The Right Place,"Both it its follow-up , 1996s Between Now Forever , were certified platinum by Recording Industry Association of America , 1997s The Right Place was certified gold ."
Bryan White,released,How Lucky I Am,"His fourth album , 1999s How Lucky I Am , produced 2 top 40 singles , with song God Gave Me You eventually becoming big hit in Philippines ."
How Lucky I Am,produced,2 top 40 singles,"His fourth album , 1999s How Lucky I Am , produced 2 top 40 singles , with song God Gave Me You eventually becoming big hit in Philippines ."
How Lucky I Am,produced,God Gave Me You,"His fourth album , 1999s How Lucky I Am , produced 2 top 40 singles , with song God Gave Me You eventually becoming big hit in Philippines ."
God Gave Me You,became,big hit in Philippines,"His fourth album , 1999s How Lucky I Am , produced 2 top 40 singles , with song God Gave Me You eventually becoming big hit in Philippines ."
Monsters vs. Aliens Mutant Pumpkins from Outer Space,is a,American computer-animated television series,Monsters vs. Aliens Mutant Pumpkins from Outer Space is American computer-animated television series based on 2009 film of same name .
Monsters vs. Aliens Mutant Pumpkins from Outer Space,premiered on,Nickelodeon,"After being first announced in 2009 , series premiered on Nickelodeon on March 23 , 2013 , after Nickelodeon Kids Choice Awards , then began airing in its regular timeslot on April 6 , 2013 ."
Monsters vs. Aliens Mutant Pumpkins from Outer Space,has,26 episodes consisting of 52 segments,"A total of 26 episodes consisting of 52 segments were released , with last episode airing on February 8 , 2014 ."
Monsters vs. Aliens Mutant Pumpkins from Outer Space,is based on,2009 film Monsters vs. Aliens,Monsters vs. Aliens Mutant Pumpkins from Outer Space is American computer-animated television series based on 2009 film of same name .
Monsters vs. Aliens Mutant Pumpkins from Outer Space,is part of,Monsters vs. Aliens franchise,Monsters vs. Aliens Mutant Pumpkins from Outer Space is American computer-animated television series based on 2009 film of same name .
Monsters vs. Aliens Mutant Pumpkins from Outer Space,is a,media franchise,Monsters vs. Aliens Mutant Pumpkins from Outer Space is American computer-animated television series based on 2009 film of same name .
Monsters vs. Aliens Mutant Pumpkins from Outer Space,is a,video game,Monsters vs. Aliens Mutant Pumpkins from Outer Space is American computer-animated television series based on 2009 film of same name .
Monsters vs. Aliens Mutant Pumpkins from Outer Space,is a,short film,Monsters vs. Aliens Mutant Pumpkins from Outer Space is American computer-animated television series based on 2009 film of same name .
Monsters vs. Aliens Mutant Pumpkins from Outer Space,is a,television special,Monsters vs. Aliens Mutant Pumpkins from Outer Space is American computer-animated television series based on 2009 film of same name .
Monsters vs. Aliens Mutant Pumpkins from Outer Space,is a,television series,Monsters vs. Aliens Mutant Pumpkins from Outer Space is American computer-animated television series based on 2009 film of same name .
